date,id,group,converted
2023-08-01,7474601,control,0
2023-08-01,7818449,control,0
2023-08-01,5505266,control,0
2023-08-01,6777138,control,0
2023-08-01,4620524,control,0
2023-08-01,6267615,control,0
2023-08-01,6992904,control,0
2023-08-01,4273921,control,0
2023-08-01,5555851,control,0
2023-08-01,8847332,control,0
2023-08-01,5238548,control,0
2023-08-01,5995080,control,0
2023-08-01,6116901,control,0
2023-08-01,6641048,control,0
2023-08-01,5461366,control,0
2023-08-01,7047288,control,0
2023-08-01,4698750,control,0
2023-08-01,6684736,control,0
2023-08-01,5999768,control,0
2023-08-01,4617035,control,1
2023-08-01,4432717,control,0
2023-08-01,7953956,control,0
2023-08-01,5456932,control,0
2023-08-01,5001486,control,0
2023-08-01,7461771,control,0
2023-08-01,7197742,control,0
2023-08-01,8963454,control,0
2023-08-01,6832504,control,0
2023-08-01,7322189,control,1
2023-08-01,8805921,control,0
2023-08-01,6149130,control,0
2023-08-01,8849426,control,0
2023-08-01,7378174,control,0
2023-08-01,5549228,control,0
2023-08-01,8488801,control,0
2023-08-01,7568817,control,0
2023-08-01,5129632,control,0
2023-08-01,7506386,control,0
2023-08-01,6154092,control,0
2023-08-01,5282578,control,0
2023-08-01,4231659,control,0
2023-08-01,5523981,control,0
2023-08-01,5653592,control,0
2023-08-01,5020658,control,0
2023-08-01,6800793,control,0
2023-08-01,6328380,control,1
2023-08-01,4223782,control,0
2023-08-01,5565128,control,0
2023-08-01,4496194,control,0
2023-08-01,7368944,control,0
2023-08-01,6660863,control,0
2023-08-01,8190992,control,0
2023-08-01,8855286,control,0
2023-08-01,6725716,control,0
2023-08-01,6308683,control,0
2023-08-01,7938571,control,1
2023-08-01,5757238,control,0
2023-08-01,8176639,control,0
2023-08-01,5155126,control,0
2023-08-01,6209354,control,0
2023-08-01,4071832,control,0
2023-08-01,5132452,control,0
2023-08-01,6168492,control,0
2023-08-01,7325076,control,0
2023-08-01,8938728,control,0
2023-08-01,4779948,control,0
2023-08-01,5233430,control,0
2023-08-01,7882092,control,0
2023-08-01,8253620,control,0
2023-08-01,6116593,control,0
2023-08-01,6852658,control,0
2023-08-01,8253698,control,0
2023-08-01,5079941,control,0
2023-08-01,6878835,control,0
2023-08-01,5648337,control,0
2023-08-01,6066692,control,0
2023-08-01,5214157,control,0
2023-08-01,8556673,control,0
2023-08-01,6549742,control,0
2023-08-01,8175999,control,0
2023-08-01,5508479,control,0
2023-08-01,5265855,control,0
2023-08-01,8894629,control,1
2023-08-01,7056282,control,0
2023-08-01,8341983,control,0
2023-08-01,4450783,control,0
2023-08-01,8053223,control,0
2023-08-01,5461802,control,0
2023-08-01,8454986,control,0
2023-08-01,7127667,control,0
2023-08-01,6329920,control,0
2023-08-01,8749617,control,0
2023-08-01,6950383,control,0
2023-08-01,5036877,control,1
2023-08-01,4638631,control,0
2023-08-01,4734890,control,0
2023-08-01,4399112,control,0
2023-08-01,7473235,control,0
2023-08-01,6421350,control,0
2023-08-01,7459144,control,0
2023-08-01,7917345,control,0
2023-08-01,4717913,control,0
2023-08-01,7362344,control,0
2023-08-01,5111900,control,0
2023-08-01,7939104,control,0
2023-08-01,6191907,control,0
2023-08-01,7263626,control,0
2023-08-01,5918625,control,0
2023-08-01,5366432,control,0
2023-08-01,6683065,control,0
2023-08-01,6979683,control,1
2023-08-01,4647608,control,0
2023-08-01,7520684,control,1
2023-08-01,6279248,control,0
2023-08-01,4685144,control,0
2023-08-01,5132110,control,0
2023-08-01,6287150,control,0
2023-08-01,5870611,control,0
2023-08-01,8962440,control,0
2023-08-01,8217711,control,0
2023-08-01,6377997,control,0
2023-08-01,4421252,control,0
2023-08-01,5282477,control,0
2023-08-01,6895860,control,0
2023-08-01,5594199,control,0
2023-08-01,5328585,control,0
2023-08-01,7910067,control,1
2023-08-01,7057437,control,0
2023-08-01,8633525,control,0
2023-08-01,4347095,control,0
2023-08-01,6516941,control,0
2023-08-01,6037496,control,0
2023-08-01,7707386,control,1
2023-08-01,8612223,control,0
2023-08-01,5933142,control,0
2023-08-01,5948057,control,0
2023-08-01,8220788,control,0
2023-08-01,4231491,control,0
2023-08-01,4278058,control,0
2023-08-01,6664788,control,0
2023-08-01,5045128,control,0
2023-08-01,8498075,control,0
2023-08-01,5270543,control,0
2023-08-01,7146660,control,0
2023-08-01,6373890,control,0
2023-08-01,4624449,control,0
2023-08-01,5841809,control,0
2023-08-01,5954294,control,0
2023-08-01,6965634,control,0
2023-08-01,5440518,control,0
2023-08-01,5243565,control,1
2023-08-01,4927436,control,0
2023-08-01,8058673,control,0
2023-08-01,7781066,control,0
2023-08-01,8542128,control,0
2023-08-01,7351667,control,1
2023-08-01,8746493,control,0
2023-08-01,7901837,control,0
2023-08-01,7917564,control,0
2023-08-01,8729167,control,0
2023-08-01,8928592,control,0
2023-08-01,4884656,control,0
2023-08-01,6853805,control,0
2023-08-01,8381495,control,0
2023-08-01,7396781,control,1
2023-08-01,5825973,control,0
2023-08-01,8012046,control,0
2023-08-01,7077048,control,0
2023-08-01,7562313,control,0
2023-08-01,5748416,control,0
2023-08-01,5420840,control,0
2023-08-01,6530241,control,1
2023-08-01,8727215,control,0
2023-08-01,8280615,control,1
2023-08-01,8933543,control,1
2023-08-01,5959907,control,0
2023-08-01,4348882,control,0
2023-08-01,7808874,control,0
2023-08-01,7134066,control,0
2023-08-01,7308449,control,0
2023-08-01,6962730,control,0
2023-08-01,5905078,control,0
2023-08-01,6532486,control,0
2023-08-01,5328939,control,0
2023-08-01,8586782,control,0
2023-08-01,7329403,control,0
2023-08-01,6633936,control,0
2023-08-01,5440790,control,0
2023-08-01,8336792,control,0
2023-08-01,6309708,control,0
2023-08-01,8341908,control,0
2023-08-01,6932409,control,1
2023-08-01,5942471,control,0
2023-08-01,7812278,control,0
2023-08-01,7729583,control,0
2023-08-01,6934142,control,0
2023-08-01,4292236,control,0
2023-08-01,5780000,control,0
2023-08-01,8519252,control,0
2023-08-01,7006441,control,0
2023-08-01,4775104,control,0
2023-08-01,4956939,control,0
2023-08-01,6159734,control,0
2023-08-01,8708811,control,1
2023-08-01,4307411,control,0
2023-08-01,4097421,control,0
2023-08-01,5450749,control,0
2023-08-01,6843554,control,0
2023-08-01,6113362,control,0
2023-08-01,7460799,control,0
2023-08-01,7017607,control,0
2023-08-01,4430700,control,1
2023-08-01,4595573,control,0
2023-08-01,5806948,control,0
2023-08-01,7111668,control,0
2023-08-01,7527418,control,0
2023-08-01,6980889,control,0
2023-08-01,4693786,control,0
2023-08-01,8514797,control,0
2023-08-01,5618304,control,0
2023-08-01,5023562,control,0
2023-08-01,7762511,control,0
2023-08-01,6047796,control,0
2023-08-01,4578705,control,0
2023-08-01,6935412,control,0
2023-08-01,6364672,control,0
2023-08-01,4028426,control,0
2023-08-01,6853512,control,0
2023-08-01,7086541,control,0
2023-08-01,7231116,control,0
2023-08-01,6610564,control,0
2023-08-01,7080546,control,0
2023-08-01,5413857,control,1
2023-08-01,6111495,control,0
2023-08-01,6764879,control,0
2023-08-01,8040554,control,0
2023-08-01,8577510,control,1
2023-08-01,6954769,control,1
2023-08-01,8630317,control,0
2023-08-01,7379498,control,0
2023-08-01,6767837,control,0
2023-08-01,4228381,control,0
2023-08-01,7479140,control,0
2023-08-01,7207116,control,0
2023-08-01,5421721,control,0
2023-08-01,5254356,control,0
2023-08-01,7403023,control,0
2023-08-01,7884937,control,0
2023-08-01,6321950,control,0
2023-08-01,8419557,control,1
2023-08-01,8837843,control,0
2023-08-01,6645507,control,0
2023-08-01,4469928,control,0
2023-08-01,6898079,control,0
2023-08-01,8218607,control,0
2023-08-01,5446727,control,0
2023-08-01,7631224,control,0
2023-08-01,7018757,control,0
2023-08-01,8246722,control,0
2023-08-01,7050842,control,0
2023-08-01,7457196,control,0
2023-08-01,6544578,control,0
2023-08-01,7241241,control,0
2023-08-01,4639357,control,0
2023-08-01,6869611,control,0
2023-08-01,6217980,control,0
2023-08-01,4689083,control,1
2023-08-01,4702847,control,0
2023-08-01,6698373,control,0
2023-08-01,5307944,control,0
2023-08-01,6059498,control,1
2023-08-01,6084470,control,0
2023-08-01,6832173,control,0
2023-08-01,4530864,control,0
2023-08-01,7081198,control,0
2023-08-01,7829099,control,0
2023-08-01,4776583,control,0
2023-08-01,5362586,control,0
2023-08-01,4756532,control,0
2023-08-01,5335639,control,0
2023-08-01,5111515,control,0
2023-08-01,6546513,control,0
2023-08-01,5850928,control,0
2023-08-01,5447298,control,0
2023-08-01,8918332,control,0
2023-08-01,8445839,control,0
2023-08-01,5121224,control,0
2023-08-01,4625643,control,1
2023-08-01,4526367,control,1
2023-08-01,8303172,control,0
2023-08-01,5896886,control,0
2023-08-01,6287076,control,0
2023-08-01,7565343,control,0
2023-08-01,7732750,control,0
2023-08-01,6048116,control,0
2023-08-01,6937262,control,0
2023-08-01,6550755,control,0
2023-08-01,8133314,control,0
2023-08-01,5557965,control,0
2023-08-01,8261981,control,0
2023-08-01,7605842,control,0
2023-08-01,8802472,control,0
2023-08-01,5334998,control,0
2023-08-01,6674766,control,0
2023-08-01,4069420,control,0
2023-08-01,5064711,control,0
2023-08-01,5301895,control,0
2023-08-01,6808764,control,0
2023-08-01,6293042,control,0
2023-08-01,5856734,control,0
2023-08-01,7537344,control,1
2023-08-01,5151550,control,0
2023-08-01,7043860,control,0
2023-08-01,6083686,control,1
2023-08-01,8185551,control,0
2023-08-01,7751713,control,0
2023-08-01,7332568,control,0
2023-08-01,4496606,control,0
2023-08-01,8873494,control,0
2023-08-01,4123993,control,0
2023-08-01,5977986,control,0
2023-08-01,6154470,control,0
2023-08-01,6361129,control,0
2023-08-01,6758754,control,0
2023-08-01,7033907,control,0
2023-08-01,4538430,control,0
2023-08-01,4451495,control,0
2023-08-01,8401693,control,1
2023-08-01,8135826,control,0
2023-08-01,8885149,control,0
2023-08-01,4193707,control,1
2023-08-01,5829903,control,0
2023-08-01,7682657,control,1
2023-08-01,7826324,control,0
2023-08-01,7824216,control,0
2023-08-01,8203702,control,0
2023-08-01,4826330,control,0
2023-08-01,4646070,control,0
2023-08-01,8914841,control,0
2023-08-01,7154032,control,0
2023-08-01,6118693,control,0
2023-08-01,7169346,control,0
2023-08-01,7992354,control,0
2023-08-01,8927219,control,0
2023-08-01,6361021,control,0
2023-08-01,8462811,control,0
2023-08-01,6956144,control,0
2023-08-01,7348131,control,0
2023-08-01,7936625,control,0
2023-08-01,5136671,control,0
2023-08-01,7149871,control,0
2023-08-01,4824554,control,0
2023-08-01,8703726,control,0
2023-08-01,6520581,control,1
2023-08-01,8205664,control,0
2023-08-01,4447908,control,1
2023-08-01,6875737,control,0
2023-08-01,6544778,control,0
2023-08-01,7217910,control,0
2023-08-01,8276253,control,0
2023-08-01,4843715,control,0
2023-08-01,4489960,control,0
2023-08-01,8764317,control,0
2023-08-01,4563993,control,0
2023-08-01,6017390,control,0
2023-08-01,8434202,control,0
2023-08-01,4234409,control,0
2023-08-01,5804286,control,0
2023-08-01,8220525,control,0
2023-08-01,8940608,control,0
2023-08-01,5341468,control,0
2023-08-01,8967400,control,0
2023-08-01,7329088,control,0
2023-08-01,4238313,control,0
2023-08-01,4691042,control,0
2023-08-01,5267452,control,0
2023-08-01,8197555,control,0
2023-08-01,7349282,control,0
2023-08-01,5033902,control,0
2023-08-01,7983312,control,0
2023-08-01,5325217,control,0
2023-08-01,8354471,control,0
2023-08-01,8696656,control,0
2023-08-01,6757944,control,0
2023-08-01,8943108,control,0
2023-08-01,5782665,control,0
2023-08-01,6985370,control,1
2023-08-01,7489045,control,0
2023-08-01,7886046,control,0
2023-08-01,5566517,control,0
2023-08-01,6585847,control,1
2023-08-01,4431621,control,0
2023-08-01,6825045,control,0
2023-08-01,8392532,control,0
2023-08-01,4882372,control,0
2023-08-01,6438586,control,1
2023-08-01,8464811,control,0
2023-08-01,8712294,control,0
2023-08-01,7579468,control,0
2023-08-01,8225494,control,0
2023-08-01,6403875,control,0
2023-08-01,6165813,control,0
2023-08-01,8159785,control,0
2023-08-01,4133043,control,0
2023-08-01,4871798,control,0
2023-08-01,5202173,control,0
2023-08-01,7155886,test,0
2023-08-01,7181617,test,0
2023-08-01,7581302,test,0
2023-08-01,8245134,test,0
2023-08-01,8283992,test,0
2023-08-01,8737896,test,0
2023-08-01,8179692,test,0
2023-08-01,4991152,test,0
2023-08-01,7764433,test,0
2023-08-01,8652821,test,0
2023-08-01,5926655,test,0
2023-08-01,4682472,test,0
2023-08-01,6681485,test,0
2023-08-01,8364639,test,0
2023-08-01,5467965,test,0
2023-08-01,6973264,test,0
2023-08-01,4677939,test,0
2023-08-01,8256292,test,0
2023-08-01,6316094,test,0
2023-08-01,6820182,test,0
2023-08-01,4809520,test,0
2023-08-01,4691594,test,0
2023-08-01,5335879,test,0
2023-08-01,8593534,test,0
2023-08-01,5533011,test,0
2023-08-01,7733708,test,0
2023-08-01,7322218,test,0
2023-08-01,4824339,test,0
2023-08-01,8499682,test,0
2023-08-01,5746325,test,0
2023-08-01,8770463,test,0
2023-08-01,6327254,test,1
2023-08-01,6688728,test,0
2023-08-01,6282947,test,1
2023-08-01,8356069,test,0
2023-08-01,7515270,test,0
2023-08-01,7734433,test,0
2023-08-01,5706530,test,0
2023-08-01,6143793,test,0
2023-08-01,7719978,test,0
2023-08-01,5576324,test,1
2023-08-01,6716396,test,0
2023-08-01,4433587,test,0
2023-08-01,4497663,test,0
2023-08-01,6039481,test,0
2023-08-01,6704548,test,0
2023-08-01,8503210,test,0
2023-08-01,4700341,test,0
2023-08-01,4278168,test,0
2023-08-01,4631264,test,1
2023-08-01,4268851,test,0
2023-08-01,4253853,test,1
2023-08-01,8467526,test,0
2023-08-01,5296443,test,0
2023-08-01,5041568,test,0
2023-08-01,7926265,test,1
2023-08-01,8209913,test,1
2023-08-01,7881697,test,0
2023-08-01,4996921,test,0
2023-08-01,5064578,test,0
2023-08-01,5346763,test,0
2023-08-01,4153744,test,0
2023-08-01,4864828,test,0
2023-08-01,8524336,test,0
2023-08-01,5197408,test,0
2023-08-01,6423838,test,0
2023-08-01,8389898,test,1
2023-08-01,7405486,test,0
2023-08-01,7055410,test,0
2023-08-01,4182698,test,0
2023-08-01,4912134,test,0
2023-08-01,6260010,test,0
2023-08-01,4346048,test,0
2023-08-01,7089448,test,0
2023-08-01,6216098,test,0
2023-08-01,8954766,test,0
2023-08-01,6507536,test,1
2023-08-01,8379623,test,0
2023-08-01,5907396,test,0
2023-08-01,6344309,test,0
2023-08-01,8469643,test,0
2023-08-01,8657410,test,0
2023-08-01,5098187,test,0
2023-08-01,5909268,test,1
2023-08-01,7383886,test,0
2023-08-01,4382408,test,0
2023-08-01,4040018,test,0
2023-08-01,8233586,test,0
2023-08-01,4929183,test,0
2023-08-01,5470068,test,0
2023-08-01,6460619,test,0
2023-08-01,7430603,test,0
2023-08-01,5813436,test,1
2023-08-01,7149448,test,0
2023-08-01,6791837,test,0
2023-08-01,5686531,test,0
2023-08-01,5337568,test,0
2023-08-01,7474920,test,1
2023-08-01,8225730,test,0
2023-08-01,4388456,test,0
2023-08-01,5942013,test,0
2023-08-01,6285613,test,0
2023-08-01,7163275,test,0
2023-08-01,7241802,test,0
2023-08-01,6453556,test,0
2023-08-01,8123164,test,0
2023-08-01,6057722,test,0
2023-08-01,6921916,test,0
2023-08-01,7342168,test,0
2023-08-01,4273572,test,0
2023-08-01,7454268,test,0
2023-08-01,5025031,test,0
2023-08-01,8554286,test,0
2023-08-01,4341523,test,0
2023-08-01,4410757,test,0
2023-08-01,7646753,test,1
2023-08-01,4782962,test,0
2023-08-01,4865353,test,0
2023-08-01,6470477,test,0
2023-08-01,7443816,test,0
2023-08-01,5793349,test,0
2023-08-01,4996835,test,0
2023-08-01,6166802,test,0
2023-08-01,6184270,test,0
2023-08-01,4688381,test,0
2023-08-01,5036952,test,1
2023-08-01,8384121,test,0
2023-08-01,6824705,test,0
2023-08-01,4347767,test,0
2023-08-01,4914567,test,0
2023-08-01,6967109,test,0
2023-08-01,4998888,test,0
2023-08-01,4268918,test,0
2023-08-01,8067477,test,0
2023-08-01,8096658,test,0
2023-08-01,5820594,test,0
2023-08-01,6770813,test,0
2023-08-01,8945750,test,0
2023-08-01,7792035,test,1
2023-08-01,7201787,test,1
2023-08-01,4720562,test,0
2023-08-01,8217468,test,0
2023-08-01,4879884,test,0
2023-08-01,7609718,test,0
2023-08-01,6535866,test,0
2023-08-01,5080380,test,0
2023-08-01,6109717,test,1
2023-08-01,5198206,test,0
2023-08-01,4465164,test,0
2023-08-01,4402517,test,0
2023-08-01,6725960,test,0
2023-08-01,4446147,test,0
2023-08-01,4388573,test,0
2023-08-01,5556501,test,0
2023-08-01,6646506,test,0
2023-08-01,7212714,test,0
2023-08-01,7413650,test,0
2023-08-01,8032742,test,0
2023-08-01,8042424,test,0
2023-08-01,5207580,test,1
2023-08-01,4315960,test,0
2023-08-01,7075870,test,0
2023-08-01,5095248,test,0
2023-08-01,5477310,test,0
2023-08-01,5536459,test,0
2023-08-01,7595810,test,1
2023-08-01,8421262,test,1
2023-08-01,4605674,test,0
2023-08-01,6096214,test,1
2023-08-01,6533510,test,0
2023-08-01,7931106,test,0
2023-08-01,8182755,test,0
2023-08-01,4056553,test,0
2023-08-01,6018053,test,0
2023-08-01,8271717,test,0
2023-08-01,7330171,test,0
2023-08-01,6639080,test,0
2023-08-01,4675109,test,0
2023-08-01,8363132,test,0
2023-08-01,5789948,test,1
2023-08-01,4636264,test,0
2023-08-01,4271613,test,0
2023-08-01,8460702,test,0
2023-08-01,4386531,test,0
2023-08-01,4775441,test,0
2023-08-01,7857621,test,1
2023-08-01,5833379,test,0
2023-08-01,5140101,test,0
2023-08-01,7519585,test,0
2023-08-01,7384751,test,0
2023-08-01,7167615,test,0
2023-08-01,8501572,test,0
2023-08-01,4386577,test,0
2023-08-01,4232231,test,0
2023-08-01,6436933,test,0
2023-08-01,6626770,test,0
2023-08-01,6128911,test,1
2023-08-01,4471769,test,0
2023-08-01,6706837,test,0
2023-08-01,5861795,test,1
2023-08-01,6027947,test,0
2023-08-01,4654857,test,0
2023-08-01,8973147,test,0
2023-08-01,4282152,test,0
2023-08-01,6014438,test,1
2023-08-01,6547048,test,0
2023-08-01,4080648,test,1
2023-08-01,8192756,test,0
2023-08-01,6946443,test,1
2023-08-01,6546439,test,0
2023-08-01,5020682,test,0
2023-08-01,6624368,test,0
2023-08-01,5064631,test,0
2023-08-01,4289904,test,0
2023-08-01,6940837,test,0
2023-08-01,5276164,test,1
2023-08-01,8904722,test,0
2023-08-01,8806461,test,0
2023-08-01,6991239,test,0
2023-08-01,6249704,test,1
2023-08-01,5638014,test,0
2023-08-01,4486726,test,0
2023-08-01,4113944,test,0
2023-08-01,4801620,test,0
2023-08-01,8860711,test,0
2023-08-01,4942949,test,0
2023-08-01,8736295,test,0
2023-08-01,8187895,test,0
2023-08-01,6243261,test,0
2023-08-01,5770134,test,0
2023-08-01,7001191,test,0
2023-08-01,8486358,test,0
2023-08-01,5799365,test,0
2023-08-01,8807240,test,0
2023-08-01,4786892,test,0
2023-08-01,5295700,test,1
2023-08-01,6997047,test,0
2023-08-01,6347228,test,0
2023-08-01,7874680,test,0
2023-08-01,5282444,test,0
2023-08-01,5464515,test,0
2023-08-01,5766761,test,1
2023-08-01,7131416,test,0
2023-08-01,8625082,test,0
2023-08-01,5814099,test,0
2023-08-01,4857835,test,0
2023-08-01,8548154,test,0
2023-08-01,4223236,test,0
2023-08-01,4190636,test,0
2023-08-01,8566086,test,0
2023-08-01,5597823,test,0
2023-08-01,5681004,test,0
2023-08-01,5892229,test,0
2023-08-01,4073678,test,0
2023-08-01,7568291,test,0
2023-08-01,5662132,test,0
2023-08-01,7262596,test,0
2023-08-01,5175199,test,0
2023-08-01,5885530,test,1
2023-08-01,6050834,test,1
2023-08-01,4160065,test,0
2023-08-01,7488978,test,0
2023-08-01,7923554,test,0
2023-08-01,6521324,test,0
2023-08-01,5514413,test,0
2023-08-01,4968487,test,0
2023-08-01,4010476,test,0
2023-08-01,5994799,test,0
2023-08-01,4420634,test,0
2023-08-01,6703342,test,0
2023-08-01,5056374,test,0
2023-08-01,4112664,test,0
2023-08-01,8665191,test,0
2023-08-01,7748268,test,0
2023-08-01,6407633,test,0
2023-08-01,4174528,test,0
2023-08-01,7462744,test,0
2023-08-01,6640001,test,1
2023-08-01,5165599,test,0
2023-08-01,7759882,test,1
2023-08-01,4547113,test,0
2023-08-01,6338269,test,0
2023-08-01,4367551,test,0
2023-08-01,8999241,test,0
2023-08-01,4966304,test,0
2023-08-01,8036912,test,0
2023-08-01,6843567,test,0
2023-08-01,6632383,test,0
2023-08-01,6566763,test,1
2023-08-01,5070933,test,0
2023-08-01,5791068,test,0
2023-08-01,8090292,test,0
2023-08-01,8465507,test,0
2023-08-01,7423692,test,0
2023-08-01,6645551,test,1
2023-08-01,4504895,test,0
2023-08-01,8365493,test,1
2023-08-01,6585796,test,0
2023-08-01,4344987,test,0
2023-08-01,5473611,test,0
2023-08-01,6452132,test,0
2023-08-01,4062059,test,0
2023-08-01,5549553,test,0
2023-08-01,8965756,test,0
2023-08-01,6626627,test,0
2023-08-01,6675930,test,0
2023-08-01,5246280,test,0
2023-08-01,4319094,test,1
2023-08-01,7283570,test,0
2023-08-01,7259814,test,0
2023-08-01,6715113,test,0
2023-08-01,5567433,test,0
2023-08-01,5357646,test,0
2023-08-01,6410988,test,0
2023-08-01,4190818,test,0
2023-08-01,5870167,test,0
2023-08-01,8913334,test,0
2023-08-01,4628940,test,0
2023-08-01,4586900,test,0
2023-08-01,8584175,test,0
2023-08-01,4734054,test,0
2023-08-01,5460584,test,0
2023-08-01,4086812,test,0
2023-08-01,7759153,test,0
2023-08-01,8563800,test,1
2023-08-01,7368979,test,0
2023-08-01,6181757,test,0
2023-08-01,7211217,test,1
2023-08-01,6722213,test,0
2023-08-01,5358940,test,0
2023-08-01,5551548,test,0
2023-08-01,4676970,test,0
2023-08-01,6607027,test,0
2023-08-01,6250813,test,0
2023-08-01,5522184,test,0
2023-08-01,7197113,test,0
2023-08-01,7990451,test,0
2023-08-01,7358573,test,1
2023-08-01,5614720,test,0
2023-08-01,6704635,test,1
2023-08-01,5932822,test,0
2023-08-01,7418949,test,0
2023-08-01,6020859,test,0
2023-08-01,8648013,test,0
2023-08-01,5075719,test,1
2023-08-01,8140555,test,0
2023-08-01,8940893,test,1
2023-08-01,5888838,test,0
2023-08-01,5573868,test,0
2023-08-01,7356297,test,0
2023-08-01,5203923,test,0
2023-08-01,5571982,test,0
2023-08-01,8282717,test,0
2023-08-01,7951747,test,0
2023-08-01,6887243,test,0
2023-08-01,7201542,test,1
2023-08-01,6860584,test,0
2023-08-01,5642190,test,0
2023-08-01,5110776,test,0
2023-08-01,7832444,test,0
2023-08-01,4852828,test,0
2023-08-01,8389095,test,0
2023-08-01,4526593,test,0
2023-08-01,6855431,test,0
2023-08-01,8962529,test,0
2023-08-01,8178365,test,0
2023-08-01,8992343,test,0
2023-08-01,6449505,test,0
2023-08-01,7969559,test,0
2023-08-01,7692102,test,0
2023-08-01,8348435,test,0
2023-08-01,7256981,test,0
2023-08-01,7819007,test,0
2023-08-01,5105236,test,0
2023-08-01,4713649,test,0
2023-08-01,8871844,test,0
2023-08-01,6979738,test,1
2023-08-01,4058383,test,1
2023-08-01,5121479,test,1
2023-08-01,4437639,test,0
2023-08-01,8671610,test,0
2023-08-01,6621335,test,0
2023-08-01,5140194,test,0
2023-08-01,7145842,test,0
2023-08-01,6939435,test,1
2023-08-01,5664882,test,0
2023-08-01,6110347,test,0
2023-08-01,6476624,test,0
2023-08-01,6162286,test,0
2023-08-01,7934950,test,0
2023-08-01,5181807,test,1
2023-08-01,4423233,test,1
2023-08-01,4074464,test,0
2023-08-01,8024414,test,0
2023-08-01,6996579,test,0
2023-08-01,5885202,test,0
2023-08-01,7861131,test,0
2023-08-01,8198563,test,0
2023-08-01,5096487,test,0
2023-08-01,7781365,test,0
2023-08-01,4074846,test,0
2023-08-01,4520100,test,0
2023-08-01,4716465,test,0
2023-08-01,4774395,test,0
2023-08-01,5446136,test,0
2023-08-01,8861711,test,0
2023-08-01,5347504,test,0
2023-08-01,4666710,test,0
2023-08-01,7771080,test,0
2023-08-01,8936235,test,0
2023-08-01,6218255,test,0
2023-08-01,8315874,test,1
2023-08-01,7359565,test,0
2023-08-01,6297861,test,0
2023-08-01,5531830,test,0
2023-08-01,7968403,test,0
2023-08-01,4108622,test,0
2023-08-01,7337877,test,0
2023-08-01,7469390,test,0
2023-08-01,7283030,test,0
